47|88
47|22
47|49
47|43
47|92
47|26
47|17
47|19
47|74
47|66
47|87
47|53
47|38
47|84
47|94
47|57
47|34
47|65
55|62
55|42
55|87
55|18
55|22
55|24
55|76
55|75
55|58
55|35
55|94
55|39
55|12
55|14
55|13
55|47
55|29
55|37
55|45
55|56
55|26
55|77
55|25
55|83
17|74
17|43
17|84
17|28
17|15
17|51
17|35
17|57
17|52
17|12
17|39
17|99
17|66
17|88
17|49
17|48
17|55
17|64
17|61
17|81
17|76
17|34
17|19
17|53
12|42
12|37
12|75
12|47
12|14
12|18
12|25
12|35
12|13
12|22
12|83
12|45
12|56
12|76
12|26
12|87
12|29
12|65
12|24
12|94
12|62
12|58
12|77
12|97
52|25
52|35
52|64
52|77
52|53
52|28
52|57
52|61
52|14
52|66
52|55
52|81
52|37
52|99
52|12
52|34
52|88
52|76
52|19
52|43
52|48
52|51
52|39
52|15
61|12
61|87
61|24
61|81
61|25
61|77
61|45
61|15
61|83
61|47
61|37
61|56
61|39
61|13
61|14
61|75
61|58
61|29
61|76
61|55
61|64
61|99
61|35
61|42
76|38
76|45
76|94
76|97
76|14
76|83
76|13
76|24
76|18
76|56
76|22
76|26
76|42
76|65
76|75
76|37
76|25
76|58
76|87
76|47
76|77
76|92
76|29
76|62
94|84
94|28
94|57
94|66
94|26
94|81
94|99
94|88
94|38
94|74
94|62
94|97
94|34
94|19
94|51
94|49
94|65
94|53
94|48
94|17
94|52
94|43
94|92
94|61
65|17
65|61
65|19
65|99
65|53
65|81
65|43
65|88
65|28
65|49
65|84
65|66
65|92
65|38
65|64
65|39
65|48
65|57
65|74
65|15
65|55
65|52
65|34
65|51
57|66
57|24
57|55
57|19
57|25
57|15
57|14
57|35
57|48
57|77
57|81
57|61
57|43
57|64
57|56
57|76
57|58
57|99
57|12
57|39
57|83
57|53
57|37
57|13
51|66
51|55
51|25
51|53
51|48
51|81
51|12
51|99
51|39
51|43
51|61
51|76
51|57
51|14
51|37
51|77
51|35
51|15
51|64
51|19
51|56
51|34
51|83
51|88
42|18
42|51
42|66
42|28
42|17
42|84
42|26
42|45
42|49
42|38
42|87
42|74
42|75
42|88
42|94
42|52
42|97
42|22
42|62
42|65
42|47
42|92
42|57
42|34
97|66
97|15
97|28
97|49
97|52
97|17
97|81
97|84
97|38
97|61
97|43
97|65
97|99
97|48
97|55
97|34
97|19
97|57
97|88
97|74
97|64
97|51
97|53
97|92
34|43
34|76
34|39
34|35
34|53
34|55
34|37
34|57
34|66
34|77
34|58
34|61
34|13
34|48
34|83
34|14
34|25
34|15
34|99
34|56
34|19
34|12
34|64
34|81
75|22
75|88
75|28
75|66
75|74
75|65
75|51
75|62
75|94
75|97
75|52
75|57
75|49
75|18
75|19
75|92
75|38
75|17
75|26
75|87
75|47
75|34
75|43
75|84
22|57
22|28
22|88
22|18
22|17
22|92
22|52
22|19
22|26
22|62
22|53
22|61
22|65
22|38
22|51
22|97
22|66
22|43
22|84
22|74
22|34
22|94
22|49
22|48
58|49
58|74
58|45
58|26
58|62
58|87
58|22
58|88
58|75
58|47
58|65
58|24
58|18
58|17
58|42
58|97
58|94
58|29
58|84
58|92
58|28
58|38
58|51
58|52
26|92
26|99
26|34
26|74
26|61
26|81
26|43
26|19
26|48
26|62
26|65
26|38
26|17
26|28
26|51
26|15
26|52
26|84
26|88
26|66
26|53
26|57
26|97
26|49
13|65
13|17
13|94
13|58
13|47
13|22
13|49
13|84
13|51
13|29
13|75
13|92
13|42
13|26
13|87
13|24
13|97
13|28
13|18
13|74
13|62
13|38
13|52
13|45
66|83
66|55
66|25
66|13
66|61
66|39
66|43
66|58
66|15
66|35
66|14
66|53
66|24
66|56
66|29
66|64
66|37
66|77
66|48
66|76
66|99
66|81
66|12
99|75
99|14
99|39
99|22
99|77
99|42
99|45
99|83
99|12
99|29
99|15
99|37
99|58
99|18
99|35
99|56
99|47
99|64
99|25
99|76
99|13
99|24
49|57
49|88
49|19
49|99
49|35
49|76
49|25
49|61
49|15
49|39
49|66
49|34
49|52
49|14
49|48
49|37
49|55
49|43
49|51
49|12
49|53
43|61
43|14
43|45
43|25
43|83
43|64
43|35
43|12
43|37
43|53
43|15
43|76
43|29
43|58
43|56
43|48
43|77
43|24
43|42
43|99
18|17
18|97
18|61
18|52
18|48
18|19
18|57
18|81
18|74
18|43
18|49
18|62
18|84
18|92
18|94
18|38
18|26
18|88
18|28
83|18
83|49
83|24
83|42
83|45
83|62
83|65
83|29
83|22
83|97
83|75
83|13
83|58
83|94
83|38
83|84
83|92
83|52
84|49
84|52
84|48
84|15
84|35
84|34
84|37
84|74
84|99
84|19
84|39
84|76
84|53
84|55
84|88
84|28
84|51
74|19
74|55
74|12
74|51
74|57
74|34
74|48
74|76
74|28
74|53
74|35
74|81
74|37
74|61
74|39
74|43
87|51
87|17
87|92
87|49
87|88
87|34
87|53
87|74
87|62
87|48
87|94
87|52
87|66
87|19
87|97
64|18
64|24
64|58
64|13
64|35
64|87
64|47
64|83
64|76
64|37
64|75
64|12
64|42
64|39
88|39
88|48
88|25
88|66
88|83
88|81
88|15
88|61
88|14
88|56
88|12
88|34
88|53
19|61
19|48
19|42
19|58
19|81
19|39
19|29
19|55
19|13
19|25
19|12
19|53
48|47
48|25
48|64
48|76
48|24
48|99
48|77
48|56
48|42
48|83
48|55
53|13
53|81
53|99
53|64
53|75
53|45
53|61
53|35
53|24
53|29
29|75
29|26
29|49
29|74
29|94
29|92
29|34
29|57
29|18
14|77
14|13
14|97
14|38
14|29
14|26
14|94
14|22
77|62
77|42
77|65
77|97
77|74
77|26
77|29
45|47
45|17
45|52
45|66
45|65
45|22
24|87
24|51
24|92
24|45
24|74
35|75
35|83
35|13
35|42
62|52
62|43
62|17
39|12
39|45
92|53
